exercicio,periodo,uf,anexo,cod_conta,conta,coluna,valor,populacao,uf_nome
2017,3,RN,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),"DESPESAS LIQUIDADAS 
(a)",6127628207.82,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),DESPESAS INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),214681654.41,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalAtivoBruta,Pessoal Ativo,"DESPESAS LIQUIDADAS 
(a)",3654327317.59,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalAtivoBruta,Pessoal Ativo,DESPESAS INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),65833032.29,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,"DESPESAS LIQUIDADAS 
(a)",2463123590.96,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,DESPESAS INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),148348622.12,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),"DESPESAS LIQUIDADAS 
(a)",3493341406.18,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),DESPESAS INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),54606690.3,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,ReceitaCorrenteLiquidaLimiteLegal,RECEITA CORRENTE LIQUIDA - RCL (IV),Valor,8604895623.56,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb),Valor,3547948096.48,3474998,Rio Grande do Norte
2017,3,RN,RGF-Anexo 01,DespesaComPessoalTotal,DESPESA TOTAL COM PESSOAL - DTP (VII) = (IIIa + IIIb),% sobre a RCL Ajustada,41.23,3474998,Rio Grande do Norte
